#Types Before Cut: 11091
#Types After Cut: 9682
#Search Hits: 0
726	7	13.113	ходил
727	17	13.078	начал
728	13	12.835	юлия
729	45	12.822	эту
730	24	12.615	шесть
731	99	12.425	чтобы
732	8	12.398	купила
733	8	12.398	маленькие
734	8	12.398	ходят
735	355	12.367	но
736	11	12.328	город
737	11	12.328	писала
738	11	12.328	утром
739	9	12.176	ан
740	9	12.176	видел
741	9	12.176	можете
742	9	12.176	ушли
743	9	12.176	часа
744	14	11.829	вся
745	16	11.525	наш
746	16	11.525	семь
747	18	11.444	сильно
748	13	11.442	месте
749	13	11.442	море
750	13	11.442	рублей
751	21	11.140	кого
752	12	11.079	плохо
753	15	11.077	семьи
754	115	11.007	были
755	85	10.822	можно
756	6	10.753	всяких
757	6	10.753	вышла
758	6	10.753	думали
759	6	10.753	закончила
760	6	10.753	знаем
761	6	10.753	ка
762	6	10.753	лагерь
763	6	10.753	любил
764	6	10.753	написала
765	6	10.753	носили
766	6	10.753	поговорим
767	6	10.753	причём
768	6	10.753	рассказывать
769	6	10.753	русские
770	6	10.753	свет
771	6	10.753	семью
772	6	10.753	скажу
773	6	10.753	страшно
774	6	10.753	судить
775	4	10.584	apro
776	4	10.584	class
777	4	10.584	glass
778	4	10.584	mixed
779	4	10.584	note
780	4	10.584	pl
781	4	10.584	spro
782	4	10.584	tor
783	4	10.584	барашков
784	4	10.584	бассейн
785	4	10.584	беззеркалки
786	4	10.584	белорусским
787	4	10.584	белые
788	4	10.584	братьях
789	4	10.584	буква
790	4	10.584	вай
791	4	10.584	венеру
792	4	10.584	верю
793	4	10.584	веселая
794	4	10.584	витя
795	4	10.584	встретилась
796	4	10.584	всякое
797	4	10.584	всём
798	4	10.584	вышки
799	4	10.584	гитара
800	4	10.584	гитаре
801	4	10.584	гкчп
802	4	10.584	глазами
803	4	10.584	голова
804	4	10.584	голове
805	4	10.584	гриша
806	4	10.584	громкоговорителя
807	4	10.584	грусти
808	4	10.584	гуляют
809	4	10.584	даша
810	4	10.584	девочку
811	4	10.584	девятый
812	4	10.584	длинный
813	4	10.584	дочь
814	4	10.584	думал
815	4	10.584	дяди
816	4	10.584	еду
817	4	10.584	ехал
818	4	10.584	ехала
819	4	10.584	забрали
820	4	10.584	задавать
821	4	10.584	задания
822	4	10.584	задний
823	4	10.584	закончу
824	4	10.584	заметила
825	4	10.584	занималась
826	4	10.584	занимаюсь
827	4	10.584	звукооператором
828	4	10.584	ивановна
829	4	10.584	интереснее
830	4	10.584	кагоцел
831	4	10.584	камеры
832	4	10.584	капитан
833	4	10.584	каракатица
834	4	10.584	касательно
835	4	10.584	кастрюля
836	4	10.584	километра
837	4	10.584	кларнет
838	4	10.584	классные
839	4	10.584	книгу
840	4	10.584	комнату
841	4	10.584	королёв
842	4	10.584	кота
843	4	10.584	кошмар
844	4	10.584	крутая
845	4	10.584	крутой
846	4	10.584	крутые
847	4	10.584	крыс
848	4	10.584	крысы
849	4	10.584	купались
850	4	10.584	кухня
851	4	10.584	лебединое
852	4	10.584	лесу
853	4	10.584	лингвистов
854	4	10.584	литературе
855	4	10.584	любила
856	4	10.584	любимого
857	4	10.584	мамаша
858	4	10.584	мечта
859	4	10.584	минута
860	4	10.584	моим
861	4	10.584	моменты
862	4	10.584	навруз
863	4	10.584	наурыз
864	4	10.584	неловко
865	4	10.584	ночью
866	4	10.584	нравилось
867	4	10.584	нууу
868	4	10.584	общался
869	4	10.584	общежитии
870	4	10.584	одногруппников
871	4	10.584	описать
872	4	10.584	орех
873	4	10.584	орехи
874	4	10.584	остановился
875	4	10.584	остановки
876	4	10.584	отвезли
877	4	10.584	отучилась
878	4	10.584	охота
879	4	10.584	пастернаке
880	4	10.584	первокурсников
881	4	10.584	пилот
882	4	10.584	платья
883	4	10.584	побывала
884	4	10.584	поел
885	4	10.584	поесть
886	4	10.584	позвоню
887	4	10.584	пойду
888	4	10.584	правой
889	4	10.584	представляла
890	4	10.584	привод
891	4	10.584	придумали
892	4	10.584	придётся
893	4	10.584	приезжаю
894	4	10.584	пришёл
895	4	10.584	профессии
896	4	10.584	профессия
897	4	10.584	пускай
898	4	10.584	пятьсот
899	4	10.584	разборка
900	4	10.584	расскажите
901	4	10.584	рассказываешь
902	4	10.584	расшифровывать
903	4	10.584	ребёнка
904	4	10.584	родилась
905	4	10.584	руками
906	4	10.584	руню
907	4	10.584	руня
908	4	10.584	ручки
909	4	10.584	саду
910	4	10.584	сбил
911	4	10.584	сверху
912	4	10.584	секунды
913	4	10.584	селекции
914	4	10.584	сзади
915	4	10.584	сидят
916	4	10.584	слышу
917	4	10.584	собаки
918	4	10.584	собираешься
919	4	10.584	советую
920	4	10.584	соционике
921	4	10.584	спектакль
922	4	10.584	специфический
923	4	10.584	стану
924	4	10.584	стекает
925	4	10.584	стой
926	4	10.584	столетию
927	4	10.584	стою
928	4	10.584	стоя
929	4	10.584	стоял
930	4	10.584	стояла
931	4	10.584	строили
932	4	10.584	строительный
933	4	10.584	суп
934	4	10.584	счастлива
935	4	10.584	танцевать
936	4	10.584	танцпол
937	4	10.584	твоего
938	4	10.584	твоим
939	4	10.584	трамвай
940	4	10.584	тысяча
941	4	10.584	тётя
942	4	10.584	улучшается
943	4	10.584	умный
944	4	10.584	университетах
945	4	10.584	урок
946	4	10.584	учатся
947	4	10.584	учила
948	4	10.584	училище
949	4	10.584	учусь
950	4	10.584	фай
951	4	10.584	физтех
952	4	10.584	финиш
953	4	10.584	фонема
954	4	10.584	фразу
955	4	10.584	фундук
956	4	10.584	хвост
957	4	10.584	хлеб
958	4	10.584	хобби
959	4	10.584	хорватия
960	4	10.584	чгк
961	4	10.584	четырнадцать
962	4	10.584	чуваки
963	4	10.584	чудо
964	4	10.584	шикарно
965	4	10.584	шутки
966	4	10.584	щуку
967	4	10.584	щяс
968	35	10.310	этим
969	9	10.243	взяли
970	9	10.243	зала
971	9	10.243	нами
972	9	10.243	пару
973	9	10.243	хорошая
974	7	10.226	вечера
975	7	10.226	вещей
976	7	10.226	единственное
977	7	10.226	километров
978	7	10.226	короткий
979	7	10.226	увидел
980	7	10.226	чисто
981	13	10.205	пойти
982	8	10.135	любовь
983	8	10.135	людям
984	8	10.135	модель
985	8	10.135	неплохо
986	8	10.135	приехал
987	8	10.135	сто
988	15	10.026	точно
989	12	9.786	плане
990	11	9.384	темы
991	11	9.384	тысячи
992	11	9.384	хорошие
993	10	9.006	народ
994	127	8.734	сейчас
995	9	8.661	руки
996	12	8.644	недавно
997	12	8.644	пошли
998	19	8.622	никогда
999	48	8.559	хотя
1000	5	8.442	богу
1001	5	8.442	боюсь
1002	5	8.442	видеть
1003	5	8.442	вниз
1004	5	8.442	голову
1005	5	8.442	детства
1006	5	8.442	ездит
1007	5	8.442	магазин
1008	5	8.442	мария
1009	5	8.442	назывался
1010	5	8.442	недалеко
1011	5	8.442	остановиться
1012	5	8.442	отлично
1013	5	8.442	писать
1014	5	8.442	получалось
1015	5	8.442	приходили
1016	5	8.442	прочее
1017	5	8.442	русском
1018	5	8.442	села
1019	5	8.442	следующая
1020	5	8.442	стоять
1021	5	8.442	счёт
1022	5	8.442	успела
1023	5	8.442	фильмов
1024	5	8.442	фильмы
1025	5	8.442	цветы
1026	35	8.405	себя
1027	8	8.369	друга
1028	8	8.369	номер
1029	8	8.369	обязательно
1030	11	8.197	взял
1031	15	8.193	одну
1032	7	8.163	говорим
1033	7	8.163	началась
1034	7	8.163	начинается
1035	7	8.163	нашем
1036	7	8.163	нашли
1037	7	8.163	стоят
1038	7	8.163	точнее
1039	7	8.163	улица
